Brand,Observation Index,Rank of warranty_label
Renault,359,6
Renault,360,6
Renault,373,6
Renault,385,6
Renault,393,6
Renault,404,6
Renault,407,6
Renault,413,6
Renault,2,7
Renault,22,7
Renault,30,7
Renault,34,7
Renault,42,7
Renault,63,7
Renault,77,7
Renault,80,7
Renault,82,7
Renault,109,7
Renault,122,7
Renault,129,7
Renault,141,7
Renault,146,7
Renault,152,7
Renault,156,7
Renault,182,7
Renault,184,7
Renault,201,7
Renault,211,7
Renault,235,7
Renault,254,7
Renault,259,7
Renault,263,7
Renault,276,7
Renault,323,7
Renault,333,7
Renault,358,7
Renault,361,7
Renault,362,7
Renault,364,7
Renault,365,7
Renault,382,7
Renault,388,7
Renault,389,7
Renault,399,7
Renault,410,7
Renault,414,7
Renault,4,8
Renault,31,8
Renault,32,8
Renault,36,8
Renault,46,8
Renault,74,8
Renault,76,8
Renault,91,8
Renault,92,8
Renault,102,8
Renault,136,8
Renault,159,8
Renault,175,8
Renault,178,8
Renault,187,8
Renault,204,8
Renault,210,8
Renault,213,8
Renault,218,8
Renault,247,8
Renault,262,8
Renault,289,8
Renault,292,8
Renault,326,8
Renault,331,8
Renault,347,8
Renault,367,8
Renault,378,8
Renault,408,8
Renault,412,8
Renault,25,9
Renault,50,9
Renault,53,9
Renault,94,9
Renault,168,9
Renault,172,9
Renault,174,9
Renault,305,9
Renault,310,9
Renault,312,9
Renault,314,9
Renault,335,9
Renault,353,9
Renault,397,9
Renault,411,9
Toyota,11,3
Toyota,256,3
Toyota,33,4
Toyota,71,4
Toyota,100,4
Toyota,111,4
Toyota,114,4
Toyota,168,4
Toyota,232,4
Toyota,236,4
Toyota,352,4
Toyota,358,4
Toyota,375,4
Toyota,1,5
Toyota,35,5
Toyota,52,5
Toyota,70,5
Toyota,82,5
Toyota,86,5
Toyota,87,5
Toyota,89,5
Toyota,122,5
Toyota,126,5
Toyota,146,5
Toyota,153,5
Toyota,160,5
Toyota,213,5
Toyota,217,5
Toyota,224,5
Toyota,225,5
Toyota,263,5
Toyota,293,5
Toyota,335,5
Toyota,378,5
Toyota,383,5
Toyota,2,6
Toyota,23,6
Toyota,32,6
Toyota,58,6
Toyota,59,6
Toyota,61,6
Toyota,73,6
Toyota,88,6
Toyota,116,6
Toyota,154,6
Toyota,184,6
Toyota,192,6
Toyota,195,6
Toyota,206,6
Toyota,222,6
Toyota,223,6
Toyota,243,6
Toyota,279,6
Toyota,280,6
Toyota,282,6
Toyota,284,6
Toyota,303,6
Toyota,317,6
Toyota,322,6
Toyota,340,6
Toyota,341,6
Toyota,342,6
Toyota,351,6
Toyota,354,6
Toyota,357,6
Toyota,379,6
Toyota,15,7
Toyota,17,7
Toyota,18,7
Toyota,30,7
Toyota,38,7
Toyota,42,7
Toyota,65,7
Toyota,74,7
Toyota,75,7
Toyota,84,7
Toyota,90,7
Toyota,98,7
Toyota,105,7
Toyota,107,7
Toyota,135,7
Toyota,139,7
Toyota,149,7
Toyota,165,7
Toyota,169,7
Toyota,172,7
Toyota,175,7
Toyota,179,7
Toyota,180,7
Toyota,197,7
Toyota,203,7
Toyota,231,7
Toyota,234,7
Toyota,237,7
Toyota,240,7
Toyota,244,7
Toyota,259,7
Toyota,264,7
Toyota,266,7
Toyota,277,7
Toyota,278,7
Toyota,285,7
Toyota,288,7
Toyota,295,7
Toyota,301,7
Toyota,312,7
Toyota,318,7
Toyota,324,7
Toyota,339,7
Toyota,344,7
Toyota,348,7
Toyota,350,7
Toyota,365,7
Toyota,380,7
Toyota,0,8
Toyota,5,8
Toyota,19,8
Toyota,26,8
Toyota,27,8
Toyota,34,8
Toyota,40,8
Toyota,43,8
Toyota,45,8
Toyota,53,8
Toyota,66,8
Toyota,99,8
Toyota,130,8
Toyota,147,8
Toyota,148,8
Toyota,151,8
Toyota,155,8
Toyota,183,8
Toyota,196,8
Toyota,201,8
Toyota,207,8
Toyota,208,8
Toyota,218,8
Toyota,219,8
Toyota,230,8
Toyota,235,8
Toyota,245,8
Toyota,246,8
Toyota,249,8
Toyota,257,8
Toyota,274,8
Toyota,283,8
Toyota,291,8
Toyota,327,8
Toyota,332,8
Toyota,373,8
Toyota,387,8
Toyota,3,9
Toyota,9,9
Toyota,13,9
Toyota,25,9
Toyota,29,9
Toyota,47,9
Toyota,50,9
Toyota,51,9
Toyota,54,9
Toyota,60,9
Toyota,68,9
Toyota,69,9
Toyota,78,9
Toyota,79,9
Toyota,85,9
Toyota,94,9
Toyota,96,9
Toyota,101,9
Toyota,112,9
Toyota,118,9
Toyota,129,9
Toyota,134,9
Toyota,137,9
Toyota,145,9
Toyota,164,9
Toyota,191,9
Toyota,193,9
Toyota,211,9
Toyota,214,9
Toyota,221,9
Toyota,248,9
Toyota,251,9
Toyota,252,9
Toyota,258,9
Toyota,262,9
Toyota,271,9
Toyota,275,9
Toyota,281,9
Toyota,311,9
Toyota,316,9
Toyota,323,9
Toyota,346,9
Toyota,349,9
Toyota,361,9
Toyota,362,9
Toyota,364,9
Toyota,367,9
Toyota,372,9
Toyota,386,9
Volvo,18,5
Volvo,84,5
Volvo,132,5
Volvo,305,5
Volvo,0,6
Volvo,4,6
Volvo,79,6
Volvo,82,6
Volvo,133,6
Volvo,136,6
Volvo,156,6
Volvo,165,6
Volvo,182,6
Volvo,186,6
Volvo,196,6
Volvo,211,6
Volvo,240,6
Volvo,248,6
Volvo,255,6
Volvo,259,6
Volvo,260,6
Volvo,277,6
Volvo,301,6
Volvo,327,6
Volvo,332,6
Volvo,6,7
Volvo,12,7
Volvo,32,7
Volvo,36,7
Volvo,47,7
Volvo,58,7
Volvo,60,7
Volvo,77,7
Volvo,97,7
Volvo,112,7
Volvo,116,7
Volvo,134,7
Volvo,143,7
Volvo,155,7
Volvo,164,7
Volvo,178,7
Volvo,194,7
Volvo,197,7
Volvo,212,7
Volvo,213,7
Volvo,218,7
Volvo,241,7
Volvo,264,7
Volvo,269,7
Volvo,272,7
Volvo,278,7
Volvo,290,7
Volvo,333,7
Volvo,10,8
Volvo,13,8
Volvo,39,8
Volvo,48,8
Volvo,50,8
Volvo,66,8
Volvo,69,8
Volvo,98,8
Volvo,102,8
Volvo,103,8
Volvo,105,8
Volvo,108,8
Volvo,117,8
Volvo,121,8
Volvo,159,8
Volvo,161,8
Volvo,166,8
Volvo,210,8
Volvo,217,8
Volvo,220,8
Volvo,225,8
Volvo,234,8
Volvo,237,8
Volvo,249,8
Volvo,285,8
Volvo,288,8
Volvo,289,8
Volvo,291,8
Volvo,292,8
Volvo,295,8
Volvo,297,8
Volvo,299,8
Volvo,328,8
Volvo,329,8
Volvo,2,9
Volvo,38,9
Volvo,41,9
Volvo,45,9
Volvo,53,9
Volvo,85,9
Volvo,86,9
Volvo,110,9
Volvo,128,9
Volvo,130,9
Volvo,140,9
Volvo,153,9
Volvo,157,9
Volvo,179,9
Volvo,199,9
Volvo,204,9
Volvo,231,9
Volvo,236,9
Volvo,245,9
Volvo,275,9
Volvo,300,9
Volvo,304,9
Volvo,307,9
Volvo,311,9
Volvo,313,9
Volvo,317,9
Volvo,334,9
