color,description,fuel,guarantee,history,make,mileage,model,owners,power,price_euro,seller,transmission,weight,year
,"Bekijk de   op autohero.com voor meer informatie over de onderhoudshistorie, autogegevens, tekenen van slijtage en andere details. https://www.autohero.com/NL/volkswagen-passat/id/125c0676-7502-4718-860b-dbcdd848f2ea/?utm_source=CLA&utm_medium=classifieds&utm_campaign=classifieds_NL",Stroom,12,,Volkswagen,55348,Passat,2,160,21649.0,Autobedrijf,Automatisch,,04/2021
,"RANGE ROVER EVOQUE 2.0 Si4 HSE NAVI AUTOMAAT STUUR STOELVERWARMING LEDER  Land Rover Range Rover Evoque 2.0 Si HSE,  241 Pk, 4WD, bouwjaar 31-08-2016 met  105.293 km, wit, in top staat, met praktische opties, boordcomputer, multi media systeem, voorstoelen elektrisch verstelbaar en stoelverwarming, stuurverwarming, zwart lederen bekleding, sound system, spiegels elektrisch verstelbaar, spiegels elektrisch verwarmbaar en inklapbaar, Bi-Xenon verlichting, led verlichting, parkeersensoren voor + achter, achteruitrijcamera, keyless entry, keyless start, regensensor, ruitensproeiers verwarmbaar, voorruit verwarmbaar, Bluetooth telefoon voorbereiding, extra getint glas, keyless start, cruise control, climate control, afneembare trekhaak, 19 Inch lichtmetalen velgen met splinternieuwe banden. En nog veel meer !! Auto verkeert in zeer goede staat, alle keuringen toegestaan, marge auto. Dealer onderhouden, laatste beurt bij 104.079 km op 25-11-24. Internet meeneemprijs € 23.950.- Prijs op basis van inruil € 24.950.- Inclusief 3 maanden garantie. Wij rekenen geen afleveringskosten. Financiering en inruil mogelijk. Graag eerst bellen voor een afspraak om teleurstellingen te voorkomen. Met de Evoque bewijst Land Rover dat alle goede eigenschappen van een topklasse terreinauto ook in een kleine verpakking overeind kunnen blijven. Het kleinste Range Rover-model verbindt stijlvol modern design en een rijk interieur met innovatieve techniek, sportieve rijeigenschappen en een verrassende dosis functionaliteit.  Ondanks de zorg die besteed wordt aan een correcte invoer van de gegevens, kunnen wij niet verantwoordelijk en/of aansprakelijk gehouden worden voor eventuele fouten. Avanti Car Studio Rudolf Dieselweg 38 A 5928 RA VENLO Tel: 06 53 33 61 35 E-mail: info@avanticarstudio.nl www.avanticarstudio.nl Financiering en inruil mogelijk. Wij rekenen geen afleveringskosten Graag eerst bellen voor een afspraak om teleurstellingen te voorkomen. Ondanks de zorg die besteed wordt aan een correcte invoer van de gegevens, kunnen wij niet verantwoordelijk en/of aansprakelijk gehouden worden voor eventuele fouten. Modelreeks:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 750 kg) Energielabel:  Onderhoudsboekjes:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Fabrieksgarantie: ",Benzine,Ja,Ja,Land,105293,Rover Range Rover Evoque,3,177,23950.0,Autobedrijf,Automatisch,,08/2016
,"Al onze auto’s worden bij binnenkomst gecontroleerd door onze werkplaats. Hierdoor hebben wij én u zicht op de uitgevoerde werkzaamheden en de te verwachten werkzaamheden. Daarnaast worden onze occasions standaard voorzien van een vloeistoffencontrole, minimaal 6 maanden APK en een poetsbeurt.   Daarnaast kan deze auto worden afgeleverd met een optioneel afleveringspakket van 795,-, bestaande uit : een onderhoudsbeurt volgens schema, aircoservicebeurt, een nieuwe APK en een jaar lang 24 7 Mobiliteitsservice in binnen- en buitenland.    Autobedrijf Berenpas B.V is naast Suzuki dealer en Nissan specialist tevens lid van CarProf, de garage voor alle merken voor Eibergen en omstreken. Voor informatie belt u op nummer 0545-471280. U kunt ons ook vinden op onze Facebook pagina Autobedrijf Berenpas B.V. Voor nog meer gemak, download GRATIS onze Autobedrijf Berenpas app in de App Store of Google Play Store.     12 maanden BOVAG garantie    - Airbag Bestuurder - Airbag Passagier - Airbag, zijdelings voor 2x - Gordijn/hoofd airbags voor - Gordijn/hoofd airbags achter - Airconditioning, automatisch - Radio DAB - Navigatiesysteem Full Map - WiFi - Bluetooth carkit - ESP - EBD - ASR Anti doorslip regeling - Elektrische ramen voor - Elektrische ramen achter - Cruise control - Regensensor - Automatisch dimmende binnenspiegel - ABS - Bandenspanningscontrole - Surround view camera - Startonderbreking - Park control voor en achter - Deelb. achterbank (ongelijke delen) - Mistlampen - Middenarmsteun voor - Middenarmsteun achter - Stuurbekrachtiging, snelheidsafhankelijk - Verkeersbordenherkenning - El. verstelbare spiegels, verwarmd - Buitenspiegels in kleur van carrosserie - Electr. buitenspiegel verstelbaar en inklapbaar - Multifunctioneel stuur - Verstelbaar stuur - Lichtmetalen velgen 18 inch - Bestuurdersstoel hoogte verstelbaar - Passagiersstoel hoogte verstelbaar - Lendesteunen (verstelbaar) - Spraakbediening - Rijstrooksensor - Multimedia-voorbereiding - Apple Carplay/Android Auto - LED dagrijverlichting - Lederen stuurwiel en versnellingspook - Keyless entry - Keyless start - LED achterlichten - Extra getint glas achter - Hill hold functie - Hoofdsteunen anti-whiplash - Grootlichtassistent - Chroom delen exterieur - Brake Assist System - Audioinstallatie met CD-speler - Autonomous Emergency Braking - Dimlichten automatisch",Benzine,12,,Nissan,82037,Qashqai,,103,17950.0,Autobedrijf,Handgeschakeld,,05/2019
,"Autobedrijf Jan van Mourik en Zn. is al jaren een begrip in Geldermalsen, Culemborg en wijde omgeving. Wij weten als geen ander dat autorijden al duur genoeg is.      Bij ons kunt u terecht voor uitstekende service tegen een prima prijs. Of het nu gaat om onderhoud van uw auto, de aanschaf van een occasion of nieuwe auto of een wasbeurt voor uw auto, wij staan voor u klaar. Met een passende oplossing voor uw specifieke wensen. Wij gaan en staan voor kwaliteit en service!  De bovenstaande informatie is met zorg samengesteld. Er kunnen echter geen rechten aan worden ontleend. Type-, zet- en spelfouten voorbehouden. Wijzigingen zijn te allen tijde mogelijk zonder voorafgaande kennisgeving. Kopers kunnen geen aanspraak maken op ontbrekende opties of specificaties die de koop zouden kunnen beïnvloeden. Modelreeks:  Koppel:  Actieradius:  Acceleratie (0-100):  Topsnelheid:  Laadvermogen:  GVW:  Afmetingen (LxB):  Wielbasis:  Accu laden:  Accu snelladen:  Interieurkleur:  Gemiddeld elektriciteitsverbruik:  Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Garantie:    - Geldige APK   - Tenaamstelling van het voertuig   - Technisch inspectie   - Vloeistoffen controle en bijvullen   Dit afleverpakket bevat: Wettelijke garantie (12 maanden garantie); 12 Maanden Wettelijke garantie, Geldige APK, Technische inspectie, Tenaamstelling van het voertuig, Vloeistoffen controle en bijvullen   - Minimaal 1 jaar geldige APK   - Tenaamstelling van het voertuig   - 6 maanden / 7500 KM vrij van onderhoud   - Complete reinigingsbeurt binnen en buiten   - Technische inspectie   - Vloeistoffen controle en bijvullen   - Vervangend vervoer tegen gereduceerd tarief tijdens garantie werkzaamheden   - € 25,- brandstof of volle accu   Dit afleverpakket bevat (in plaats van afleverpakket ""Standaard Afleverpakket""): BOVAG garantie (12 maanden); BOVAG 40-Puntencheck; BOVAG Afleverbeurt; 6 maanden / 7500 KM vrij van onderhoud, Complete reinigingsbeurt binnen en buiten, Minimaal 1 jaar geldige APK, Technische inspectie, Vervangend vervoer tegen gereduceerd tarief tijdens garantie werkzaamheden, Vloeistoffen controle en bijvullen, € 25,- brandstof of volle accu",Stroom,12,,Volkswagen,88798,e-Golf,,100,13700.0,Autobedrijf,Automatisch,,04/2019
,"Gebouwd voor vele jaren rijplezier waarbij comfort en veiligheid op de eerste plaats staan, dat is deze typisch Duitse BMW 3-serie. Een viercilinder benzinemotor en een automatische transmissie zorgen voor de uitstekende prestaties van deze auto. Mooi om te zien en heerlijk om in te zitten zijn de sportstoelen met elektrisch verstelbare lendensteunen, die u onderweg optimale ondersteuning geven. Ook is de auto voorzien van: 16 inch lichtmetalen velgen, verwarmde ruitensproeiers, elektrisch bedienbare ramen achter, elektrisch verstelde en verwarmde buitenspiegels en LED-dagrijverlichting.  Door de audiobediening op het stuur regelt u het volume zonder moeite. Wegwijs in elke wijk, stad of reisbestemming? Daarvoor zorgt het navigatiesysteem met harde schijf! Het comfort wordt verhoogd door de aanwezige automatische airconditioning. Het hoort bij een intelligente auto als deze dat hij zelf in staat is om zijn omgeving in de gaten te houden. Dat doet deze BMW met een automatisch inschakelbare verlichting en een regensensor. De cruise control zorgt voor een prettige, gelijkmatige koers en minder brandstofgebruik. Wat u ook in deze auto kunt vinden zijn verstelbaar stuur, boordcomputer en centrale deurvergrendeling met afstandsbediening.  In de BMW 3-serie heeft uw veiligheid en die van uw omgeving prioriteit. De Brake Assist geeft een maximale boost aan het remsysteem in een noodsituatie. Zo verkort u de remweg en verkleint u de kans op ongelukken.  Deze auto leveren wij met Bovag Garantie en met een tellerrapport van Nationale Autopas. Wilt u deze auto zelf ervaren? Neem dan contact op met een van onze medewerkers. - Al onze auto’s boven de €4500,- worden afgeleverd inclusief. - Rijklaarprijs . - Onderhoud volgens fabrieks--schema. - Nieuwe A.P.K keuring . - Reinigen binnen en buitenzijde. - 15 Liter brandstof. - 12 Maanden BOVAG Garantie. - Tenaamstelling kenteken en leges. Tevens is het mogelijk om uw huidige auto in te ruilen. Zo is rijklaar ook echt rijklaar! zonder bijkomende kosten! Heeft deze advertentie uw interesse gewekt dan bent u van harte welkom voor een bezichtiging in onze showroom aan de Jonge Voolweg 39 te Wormerveer. Voor informatie of voor het maken van een afspraak kunt u contact opnemen met Reinier Wijker of Mitchell Wijker op tel.nr 075-6213405  BGG.06-20496350  WhatsApp 06-20496350 De koffie staat voor u klaar. !!! Abc Auto’s Jonge voolweg 39 1521 RH Wormerveer http://abcautos.nl Modelreeks:  Modelcode:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 695 kg) Interieurkleur:  Energielabel:  Onderhoudsboekjes:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal   Dit afleverpakket bevat: BOVAG garantie (6 maanden); BOVAG 40-Puntencheck; BOVAG Afleverbeurt",Benzine,12,Ja,BMW,88201,320,3,135,21950.0,Autobedrijf,Automatisch,,02/2017
,"Net binnen en snel op de foto.  Voor deze Toyota Yaris moet je snel zijn, want die gaat aandacht krijgen. Net binnen, maar daar blijft-ie niet lang! Deze auto is bijna nieuw, ondanks dat hij uit 2021 komt; hij heeft slechts 31816 kilometer afgelegd. Elektrisch rijden: zuinig, goedkoop en schoon. Maar soms net wat beperkt als het gaat om afstand. Daarom heeft deze hybride Toyota Yaris zowel een verbrandingsmotor als een elektromotor. Als dat geen perfecte combi is! Tot de uitrusting behoren ook dakspoiler, in delen neerklapbare achterbank, LED-achterlichten, elektrisch verstelbare buitenspiegels en elektrisch bedienbare ramen voor.  Niets achter deze auto blijft verborgen door de achteruitrijcamera. Een veilig gevoel! Met adaptive cruise control houdt deze auto automatisch afstand tot jouw voorligger. Navigatie, onderhoudsstatus, vergrendeling, audio... de mogelijkheden van remote services zijn haast oneindig. Ook deze auto laat zich bedienen en analyseren via je smartphone! Natuurlijk is er ook automatische airconditioning aanwezig. Alle belangrijke audiofuncties heb je onder handbereik met de audiobediening op het stuur. Met DAB ontvangst, regensensor, keyless entry, lederen stuur, centrale deurvergrendeling met afstandsbediening en lederen versnellingspook is deze auto helemaal compleet.  Met de nieuwste technologieën aan boord is deze Toyota in staat om zelf te reageren op potentieel gevaarlijke situaties op de weg. De actuele snelheidslimiet, een inhaalverbod en andere verkeersborden. De verkeersborddetectie ondersteunt jou tijdens elke rit. Voorzien van het Lane-keeping systeem. Ofwel: blijf automatisch in je baan. Bovenop deze veiligheidsfeatures heeft deze Toyota bovendien hill hold functie, frontale botsbescherming en bandenspanningcontrolesysteem.  Om deze auto zelf te ervaren, hoef je alleen maar contact met ons op te nemen. Mail of bel je ons direct? Wij leveren de auto rijklaar af inclusief - 12 maanden wettelijke garantie - Technische controle - 3 maanden of 5.000 km onderhoudsvrij - Geldige APK - Complete poetsbehandeling  Optioneel afleverpakket Premium € 995,- - 12 maanden BOVAG garantie (maximaal 20.000 Km na aflevering)  - Onderhoudsbeurt volgens fabriekseisen  - 25% korting op de volgende onderhoudsbeurt - Altijd gratis APK keuring i.c.m. onderhoud - Complete poetsbehandeling Van Driel Automotive! Sinds 2012 hét adres voor onderhoud en verkoop van jonge gebruikte én nieuwe auto’s. In onze showroom aan de Jacobus Spijkerdreef 10 in Hoofddorp, staan altijd rond de 120 occasions op een nieuwe eigenaar te wachten. Op dit adres is ook Van Driel Lease B.V. gevestigd. Geïnteresseerd in lease? Informeer naar de mogelijkheden van leaseconstructies voor nieuwe en ‘jong’ gebruikte auto’s. Verder vind je onze autoverhuurafdeling ‘Oscar’ en de marketingafdeling op de Jacobus Spijkerdreef 10, Hoofddorp. Voor onderhoud en reparaties ga je naar de Opaallaan 2-6 in Hoofddorp. In onze hypermoderne werkplaats staat een team van 18 technici klaar. Zij verzorgen onderhoud (mét behoud van fabrieksgarantie), klein schadeherstel en (complexere) reparaties, diagnoses, revisies en EV- onderhoud. Bovendien zorgt dit team voor het (handmatig) wassen van je auto en detailing. Deze advertentie en de inhoud ervan is met de grootst mogelijke zorg samengesteld. Het is echter mogelijk dat in de gehanteerde advertentietekst bepaalde opties en/of accessoires zijn vermeld welke niet op deze specifieke auto aanwezig zijn. Modeljaar:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxB):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 450 kg) Gemiddeld brandstofverbruik:   (1 op 26,3) Energielabel:  Motorrijtuigenbelasting:   per kwartaal Neem voor meer informatie contact op met Nick Jorritsma",Elektro/Benzine,Ja,,Toyota,31816,Yaris,,85,18450.0,Autobedrijf,Automatisch,,01/2021
,"Wij leveren al onze auto´s met 12 maanden BOVAG garantie en nieuwe APK  U bent van harte welkom voor een proefrit. Neem voor U komt altijd contact op voor een afspraak met 06-11728918. (ook voor al uw vragen per whatsapp)  Onze openingstijden zijn flexibel! Liever in de avonduren? dat is bij ons in overleg geen probleem.    Hartelijke groet en graag tot ziens in Oudenbosch,  Christian Kapitein     12 maanden BOVAG garantie    - Airbag Bestuurder - Airbag Passagier - Airbag, zijdelings voor 2x - Airbag, zijdelings achter 2x - Gordijn/hoofd airbags voor - Airconditioning, handbediend - Radio DAB - Navigatiesysteem - Aux aansluiting - Lederen bekleding - Sunroof - Panorama dak - ESP - ASR Anti doorslip regeling - Elektrische ramen voor - Cruise control - Boordcomputer - ABS - Bandenspanningscontrole - Start en Stop systeem - Startonderbreking - Park control achter - APK bij aflevering - Onderhoudsboekje aanwezig - Dealeronderhouden - Deelb. achterbank (ongelijke delen) - Rokersvrije auto - Mistlampen - Stuurbekrachtiging - Stuurbekrachtiging, snelheidsafhankelijk - Bekerhouder voor - Bekerhouder achter - Warmtewerend getint glas - El. verstelbare spiegels, verwarmd - Multifunctioneel stuur - Verstelbaar stuur - Centrale deurvergrendeling, afstandbediend - Lichtmetalen velgen 16 inch - Bestuurdersstoel hoogte verstelbaar - Extra getint glas achter - Audio installatie premium - Lederen stuurwiel en versnellingspook - Hill hold functie - Elektrisch glazen panorama-dak - Navigatiesysteem uitneembaar",Benzine,12,Ja,Volkswagen,96099,up!,,55,7450.0,Autobedrijf,Handgeschakeld,,04/2013
,"ALL-IN SERVICE 12 Maanden BOVAG Garantie (std)  12 Maanden BOVAG Pechhulp Europa en thuis service. (std)  14 Dagen BOVAG Omruil Garantie. (std) BOVAG 40 Punten Check. (std)  BOVAG Afleverbeurt. (std)  Reiniging Interieur en exterieur. (std)  12 Maanden BOVAG Netwerk Garantie (#) optioneel Met zijn ruimte en zijn prestaties is dit de auto die bij u past. Deze Peugeot 3008 heeft 150000 kilometer gelopen, hij is van het bouwjaar 2018. De krachtige benzinemotor van deze auto is gekoppeld aan een handgeschakelde zesversnellingsbak. De auto is voorzien van een mooie en comfortabele lederen bekleding. De elektrisch bedienbare achterklep opent met een druk op de knop. Tot de voorzieningen van deze auto behoren 19 inch lichtmetalen velgen, LED-dagrijverlichting, aluminium dakrailing, elektrisch inklapbare buitenspiegels, in hoogte verstelbare passagiersstoel en donker getint glas achter.  Afstand schatten bij het achteruitrijden? Niet nodig. U weet het precies, dankzij de achteruitrijcamera. Het navigatiesysteem loodst u snel naar uw reisdoel. Het comfort wordt verhoogd door de aanwezige automatische airconditioning. Met de DAB-ontvanger luistert u naar glasheldere digitale radio. Het hoort bij een intelligente auto als deze dat hij zelf in staat is om zijn omgeving in de gaten te houden. Dat doet deze Peugeot met een automatisch inschakelbare verlichting en een regensensor. De uitrusting van deze Peugeot is met cruise control, keyless entry, automatisch dimmende binnenspiegel, lederen stuur, isofix-aansluiting en usb-aansluiting behoorlijk compleet.  Pragmatisch en veilig als deze auto is, beschikt hij over diverse veiligheidssystemen. Verkeersbord-detectie herkent verkeersborden en toont deze op het instrumentarium van de auto. Keep your lane? Het Lane-keeping systeem zorgt er automatisch voor. Bij een noodstop levert de Brake Assist automatisch nóg meer remkracht om de remweg te verkorten. Bovenop deze veiligheidsfeatures heeft deze Peugeot bovendien hill hold functie en bandenspanningcontrolesysteem.  Natuurlijk wordt deze auto geleverd met Bovag Garantie. Een proefrit levert het bewijs. Neem contact op en we maken een afspraak! . <b>BOVAG GARANTIE</b> 12 Maanden BOVAG Garantie (std)  12 Maanden BOVAG Pechservice Europa en thuis service (std)  14 Dagen BOVAG Omruilgarantie (std)  12 Maanden BOVAG Netwerk Garantie (optioneel)  BOVAG 40 Punten Check (std)  BOVAG Afleverbeurt (std)  Reiniging Interieur en exterieur (std)  24 Maanden BOVAG Netwerk Garantie (optioneel) <b>JOUW FiINANCIEEL LEASE PARTNER</b> Wij regelen je droomauto met Financial Lease. Gemiddeld binnen 3 dagen de weg op als ondernemer. <B>KORTING</b> Tijdens uw BOVAG Garantie periode krijgt u een exclusieve korting van 10% op ons werkplaats tarief.  100 Euro contant, voor het aanbrengen van een nieuwe klant. <b>OP AFSPRAAK</b> Om u de beste service en persoonlijke aandacht te bieden werken wij graag op afspraak. Waarom een afspraak maken? Onze verkoopadviseur staat klaar om u persoonlijk  te ontvangen. Uw potentiële nieuwe auto wordt piekfijn voor u klaargezet. U ervaart een exclusieve en zorgeloze koopervaring op maat. <b>AUTOBEDRIJF VAN SCHIE - WWW.VANSCHIE.NL </b> Wij zijn gespecialiseerd in de verkoop van jong gebruikte auto's, welke meestal, van de eerste  eigenaar zijn en oorspronkelijk in Nederland geleverd zijn en liefst Dealer onderhouden.  <b>BOVAG OCCASION DEALER, ZUID-HOLLAND</B> (Locatie tussen Leiden en Alphen aan den Rijn) Rijndijk 296, 2394 CG, Hazerswoude-Rijndijk. <b>DIRECT CONTACT</b> WhatsApp: 071 341 9090 Telefoon: 071 341 9090 E-mail: info@vanschie.nl Chat op onze website: www.vanschie.nl <b>DISCLAIMER</b> Ondanks de constante zorg en aandacht die wij besteden aan de samenstelling van deze advertentie, is het mogelijk dat de informatie die wordt gepubliceerd onvolledig c.q. onjuist is. Fouten (in de gegevensverwerking) kunnen echter niet altijd voorkomen worden. Modelreeks:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 660 kg) Energielabel:  Onderhoudsboekjes:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal BOVAG 40-Puntencheck:  BOVAG Afleverbeurt: ",Benzine,12,Ja,Peugeot,153849,3008,3,96,13900.0,Autobedrijf,Handgeschakeld,,01/2018
,"BMW 335i xDrive 306PK 6 Cilinder automaat. - Perfect onderhouden (laatste beurt gehad bij 126.282km) - Deze auto is gecontroleerd op de BOVAG 40-Puntencheck (zie foto 5) - Alle instructieboekjes aanwezig - Twee sleutels - Zeer nette staat exterieur - Zeer nette staat interieur - U rijdt deze auto al vanaf € 369,- per maand zonder aanbetaling en/of inruil Deze BMW 335i xDrive is voorzien van onder andere: - Vierwielaandrijving - Instelbare sportuitlaat met afstandsbediening - Ambianceverlichting - Achteruitrijcamera - LED dagrijverlichting - Grootlichtassistent - Vol lederen interieur met sportstoelen - Stoelverwarming - Multifunctioneel Stuurwiel - Parkeersensoren voor en achter - 20 inch lichtmetalen BMW M-wielen - Autotelefoonvoorbereiding met bluetooth - Volautomatische airco (clima) - Regensensor - Lichtsensor - Multimedia voorbereiding - Buitenspiegels elektrisch verstel- en verwarmbaar - Stoelen in hoogte verstelbaar - Stuur in hoogte verstelbaar - Midden armsteun - Isofix Genoemde prijzen zijn altijd inclusief BTW tenzij anders vermeld. Al onze auto's worden geleverd met NIEUWE APK en NAP certificaat! Prijs op basis van meeneemprijs. Kijk bij de afleverpakketten op onze site naar de mogelijkheden voor het aanschaffen van diverse afleverpakketten, bijvoorbeeld met BOVAG-garantie. De verkoper kan u adviseren bij het maken van uw keuze. Inruil is altijd welkom. U vindt Autoberndes aan De Groote Heeze 5 te Heijen, gelegen aan de snelweg en op 15 minuten rijden van Nijmegen. Uitbreiding garantie mogelijk tot 1 jaar of 2 jaar. Tevens garanderen wij alle kilometerstanden (NAP) en bouwjaren. WWW.AUTOBERNDES.NL Nick Berndes: 06-23154379. Modelreeks:  Modelcode:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 750 kg) Energielabel:  Onderhoudsboekjes:  Onderhouden volgens voorschriften:  Algemene staat:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal BOVAG 40-Puntencheck:  BOVAG Afleverbeurt: ",Benzine,12,Ja,BMW,143322,335,3,225,21900.0,Autobedrijf,Automatisch,,09/2012
,"Origineel Nederlandse auto van eerste eigenaar met logisch tellerrapport. ONZE prijs is RIJKLAAR INCLUSIEF 12 maanden Bovag Garantie, nieuwe APK, afleverbeurt, de Nationale Autopas, poetsen, volle tank en kentekenleges. GEEN meerprijs voor rijklaar maken. Geen meerprijs voor garantie. Zeer mooie, luxe, schone en zuinige Outlander PHEV met o.a. automatische airconditioning, een elektrisch bedienbaar schuifdak, cruise control en leren bekleding met stoelverwarming voor. Sterke 2.0 benzinemotor, gecombineerd vermogen met elektromotor is 204 pk. Mag 1.500 kg trekken. (trekhaak tegen meerprijs). Inruil, verzekering en financiering mogelijk. Vast telefoonnummer 055 - 5051295. Mobiel WhatsApp nummer 055 - 5051295. 1-THN-46     12 maanden BOVAG garantie    - Airbag Bestuurder - Airbag Passagier - Airbag, zijdelings voor 2x - Gordijn/hoofd airbags voor - Gordijn/hoofd airbags achter - Airconditioning - Airconditioning, automatisch - Radio/CD - Navigatiesysteem - Bluetooth carkit - Lederen bekleding - Schuif-kanteldak elektrisch  - Dakrails - Traction control - Elektrische ramen voor - Elektrische ramen achter - Cruise control - Regensensor - Boordcomputer - ABS - Start en Stop systeem - Achteruit rij camera - Startonderbreking - Bumpers in kleur van de carrosserie - Park control voor - Elektrische achterklep - APK bij aflevering - Onderhoudsboekje aanwezig - Hoofdsteunen achter - Deelb. achterbank (ongelijke delen) - Bi-xenon-koplampen - Mistlampen - Middenarmsteun - Stuurbekrachtiging - 4 WD - Bekerhouder voor - Warmtewerend getint glas - El. verstelbare spiegels, verwarmd - Buitenspiegels inklapbaar - Electr. buitenspiegel verstelbaar en inklapbaar - Lederen stuur - Multifunctioneel stuur - Verstelbaar stuur - Buitentemperatuurmeter - Centrale deurvergrendeling, afstandbediend - Lichtmetalen velgen - Lichtmetalen velgen 18 inch - Bestuurdersstoel hoogte verstelbaar - Stoelverwarming voor - El. verst. best. stoel - Kinderzitje voorbereiding ISOfix - Audio installatie premium - Oplaadmogelijkheid - Hill hold functie - Keyless entry - Extra getint glas achter - Electronic climate control - Dimlichten automatisch",Stroom,12,Ja,Mitsubishi,67426,Outlander,,89,17450.0,Autobedrijf,Automatisch,,02/2014
