color,description,fuel,guarantee,history,make,mileage,model,owners,power,price_euro,seller,transmission,weight,year
,"Heeft u interesse in een van onze occasions, neem dan contact met ons op. Onze verkopers staan dagelijks voor u klaar en is een proefrit op afspraak altijd mogelijk. Indien u een voertuig wilt reserveren dan vragen wij wel een aanbetaling. Om teleurstellingen te voorkomen raden wij aan om even te bellen voordat u langskomt. Al onze occasions zijn voorzien van volledige onderhoud historie en een aantoonbare km stand. Wij zijn gespecialiseerd in benzineauto's tegen scherpe prijzen. Zo kunt u met een zeker gevoel de weg op. Tot ziens bij Van Thiel Auto's Van Thiel Auto's is het adres voor al uw : altijd 60 kleine auto's op voorraad        gesloten     maandag 09:00 tot 17:00 dinsdag 09:00 tot 17:00 woensdag 09:00 tot 17:00 donderdag 09:00 tot 20:00 vrijdag 09:00 tot 17:00 zaterdag           gesloten       zondag buiten onze openingstijden alleen op telefonisch afspraak van Thiel auto's Nieuweweg 90 6603BS Wijchen 0243737074 vanthielautos@hotmail.com",Benzine,,,Volkswagen,203180,Golf,,81,2750.0,Autobedrijf,Handgeschakeld,,07/2002
,"Inruil van uw huidige auto, motor, boot, camper of financiering behoort ook tot de mogelijkheid. Om teleurstelling te voorkomen raden wij u altijd aan om voor vertrek telefonisch contact op te nemen. U bent van harte welkom, de koffie staat klaar. Vakgarage van der Zweep is al ruim 25 jaar een begrip in de regio Leeuwarden, voor zowel onderhoud, reparatie , schade herstel en aanschaf van gebruikte en nieuwe auto's. Wij gaan en staan voor kwaliteit en service! Hoewel de informatie op deze internetsite zo accuraat en actueel mogelijk wordt weergegeven, zijn wijzigingen of fouten in de gegevens en dergelijke te alle tijde voorbehouden en kan Vakgarage van der Zweep hiervoor niet aansprakelijk worden gesteld. Modelreeks:  Modelcode:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 640 kg) Energielabel:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,,Volkswagen,163260,Golf,1,90,5450.0,Autobedrijf,Handgeschakeld,,10/2009
,De auto is van binnen en van buiten in Nette staat.. Motorisch en Technisch prima.. Zeer goed onderhouden.. Rijdt en schakelt goed.. Reserve sleutel aanwezig.. VOOR MEER INFO BEL: 06-14971177 VOOR MEER INFO BEL: 06-14971177 Kijk Voor Meer Nette Occasions Op Ons Overige Advertenties. Wij Hebben een Dagelijkse Wisselende Voorraad Van +/- 75 Auto's. Kijk ook op onze Website voor meer Occasions : Www.happycarsunal.nl Autobedrijf Happy Cars Rekent Geen Afleveringskosten- Wilt U een Goedkope Autoverzekering? Happy Cars Regelt dat Voor U. Het Financieren en Verzekeren van uw Auto is onze Specialiteit. U bepaalt hoeveel U Betaalt.! Wij kunnen Alles voor u Verzorgen. Informeer gerust en Vrijblijvend naar de Voorwaarden. Buiten deze openingstijden op afspraak. Koffie Staat al Klaar.. Openingstijden : Maandag      -   09:00  t/m 18:00 Dinsdag        -   09:00  t/m 18:00 Woensdag    -   09:00  t/m 18:00 Donderdag   -   09:00  t/m 18:00 Vrijdag           -   09:00  t/m 18:00 Zaterdag       -   09:00  t/m  17:00 Zondag         -    Op Afspraak Acceleratie (0-100):  Topsnelheid:  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 300 kg) Energielabel:  Schade:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal,Diesel,,Ja,Ford,184104,Focus,,77,3950.0,Autobedrijf,Handgeschakeld,,11/2012
,"Bel ons voor een proefrit 06-21250919. Beekman Auto's is een RDW erkend familiebedrijf. Wij Houden ons bezig met de IN & VERKOOP van gebruikte occasions.  Overschrijven en op naam zetten doen wij bij ons op de zaak 24/7 dus ook in de avonduren! Inkopen van uw occasion is bij ons ook zeker mogelijk en u krijgt de vrijwaring direct in handen. Geïnteresseerd in een auto.....? Kom vrijblijvend een kijkje nemen, dan zetten wij de koffie voor u klaar! Graag even bellen voordat u vertrekt, om teleurstelling te voorkomen. We zijn ook niet altijd op locatie aanwezig i.v.m. het afhalen van nieuwe voorraad. Wilt u buiten onze openingstijden een occasion komen bekijken en een proefrit maken dat kan uiteraard ook echter wel op afspraak!  U kunt ons altijd bereiken via de mail, WhatsApp of telefonisch. Wij bieden ook exportdiensten aan!  Export trailer €50,- Export Drive €150,- Acceleratie (0-100):  Topsnelheid:  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 750 kg) Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,,Volkswagen,200114,Eos,,85,3200.0,Autobedrijf,Handgeschakeld,,04/2007
,"Een nette Opel Insignia 1.4 T EcoFLEX Business+ uit 2014 met 164.220 km op de teller (met Nationale Autopas). De auto verkeert in zeer goede staat en is altijd netjes onderhouden. Beide sleutels zijn aanwezig, inclusief een ingevuld onderhoudsboekje.  Het betreft hier een origineel Nederlands geleverd voertuig dat wordt geleverd met een logische Nationale Auto Pas. Wij berekenen GÉÉN RIJKLAARMAAKKOSTEN: wij adverteren met scherpe meeneemprijzen. Hiervoor krijgt uw aangekochte auto:  - een algemene controle van de auto; - minimaal 8 maanden APK; - tenaamstelling kenteken; - vrijwaring (bij inruil van een auto); - één maand garantie (op de motor en versnellingsbak); - een professioneel gepoetste auto. Voor meer informatie kunt u het beste bellen naar 0492-778264. U bent altijd welkom voor een proefrit of een kopje koffie. RVL Auto's Bosscheweg 34 5741 SX Beek en Donk www.rvlautos.nl *Prijs betreft een zeer scherpe meeneemprijs. *Al onze auto`s zijn NAP (Nationale Autopas) goedgekeurd. *Inruil is indien gewenst mogelijk. *Aantrekkelijke financiering mogelijkheden via Dealer totaal concept. *APK eventueel bij aflevering. Disclaimer: alle moeite is genomen om de informatie van deze advertentie zo accuraat en actueel mogelijk weer te geven. Fouten zijn echter nooit uit te sluiten. Vertrouw daarom niet alleen op deze informatie, maar controleer bij aankoop de zaken die uw beslissing zouden kunnen beïnvloeden. Acceleratie (0-100):  Topsnelheid:  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 730 kg) Interieurkleur:  Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Garantie:    Dit afleverpakket bevat: Huisgarantie   Dit afleverpakket bevat (in plaats van afleverpakket ""RVL Basis""): Car garantie   Dit afleverpakket bevat (in plaats van afleverpakket ""RVL Basis""): Car garantie",Benzine,,Ja,Opel,164216,Insignia,,103,7900.0,Autobedrijf,Handgeschakeld,,07/2014
,"U bent van harte welkom voor een overtuigende proefrit. Bel of mail altijd eerst voor een afspraak, zodat wij u kunnen verzekeren dat de auto voor u klaar staat. Inruil, garantie en financiering mogelijk. Disclaimer. Hoewel aan de informatie van deze website de grootst mogelijke zorg wordt besteed, kunnen wij niet aansprakelijk worden gesteld voor eventuele onjuiste informatie van welke aard dan ook. Is voor u een optie belangrijk, dan adviseren wij u hier specifiek naar te vragen. Financiering: Amra cars is een samenwerking aangegaan met een financieel adviesbureau. Hierdoor kunnen wij onze klanten nog beter van dienst zijn in de advisering van onze auto´s in combinatie met gespreide betaling middels het Betaalplan. De voordelen van het Betaalplan: • Persoonlijk en deskundig advies op maat; • Mogelijkheid tot boetevrij aflossen; • Lage maandlasten; • Looptijden van 12 tot en met 60 maanden; • Wens van de klant staat centraal. -Let op geld lenen kost geld. Afdeling Verkoop: +31682406456 Heeft u iets om in te ruilen stuur ons dan foto's via whatsapp  (0682406456) of per mail. Amra.cars@hotmail.com www.Amracars.nl Volg ons ook op Instagram voor het actuele aanbod : Amra.cars Voorkom teleurstellingen door van tevoren even te bellen of de desbetreffende wagen nog beschikbaar is. Bekijk onze andere advertenties voor het actuele aanbod van onze voorraad! Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 620 kg) Wielbasis:  Acceleratie (0-100):  Topsnelheid:  Energielabel:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,,Skoda,104815,Kamiq,,85,18750.0,Autobedrijf,Automatisch,,03/2020
,"Een nette Volkswagen Scirocco 2.0 TSI R Automaat uit 2011 met 196.741 km op de teller. De auto verkeert werkelijk nog in een prachtige staat en is altijd goed onderhouden.  Beide sleutels en alle boekjes van de auto zijn aanwezig en ingevuld, zo heeft de auto bij 186.931 km nog zijn laatste onderhoud gehad.  Het betreft een mooi model dat zeer luxe is uitgevoerd met o.a. de volgende opties:  - autotelefoonvoorbereiding met bluetooth  - climate control  - cruise control  - elektrisch verstelbare bestuurdersstoel  - elektrisch glazen panorama dak  - lederen bekleding  - lichtmetalen velgen  - navigatie  - parkeersensoren  - verwarmde voorstoelen  - enz  Wij berekenen GÉÉN RIJKLAARMAAKKOSTEN: wij adverteren met scherpe meeneemprijzen. Uw aangekochte auto krijgt hiervoor:  - een algemene controle van de auto; - minimaal 8 maanden APK; - tenaamstelling kenteken; - vrijwaring (bij inruil van een auto); - één maand garantie (op de motor en versnellingsbak); - een professioneel gepoetste auto.  Voor meer informatie kunt u het beste bellen naar 0492-778264. U bent altijd welkom voor een proefrit of een kopje koffie.  RVL Auto's Bosscheweg 34 5741 SX Beek en Donk www.rvlautos.nl *Prijs betreft een zeer scherpe meeneemprijs. *Al onze auto's zijn NAP (Nationale Autopas) goedgekeurd. *Inruil is indien gewenst mogelijk. *Aantrekkelijke financieringsmogelijkheden via Dealer Totaal Concept.  *Eventueel APK bij aflevering. Disclaimer: alle moeite is genomen om de informatie van deze advertentie zo accuraat en actueel mogelijk weer te geven. Fouten zijn echter nooit uit te sluiten. Vertrouw daarom niet alleen op deze informatie, maar controleer bij aankoop de zaken die uw beslissing zouden kunnen beïnvloeden. Acceleratie (0-100):  Topsnelheid:  Laadvermogen:  GVW:  Wielbasis:  Energielabel:  Schade:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Garantie:    Dit afleverpakket bevat: Huisgarantie   Dit afleverpakket bevat (in plaats van afleverpakket ""RVL Basis""): Car garantie   Dit afleverpakket bevat (in plaats van afleverpakket ""RVL Basis""): Car garantie",Benzine,,Ja,Volkswagen,196741,Scirocco,,195,12950.0,Autobedrijf,Automatisch,,12/2011
,Te koop aangeboden wordt een super mooie en zeer luxe Peugeot 2008 Allure van bouwjaar 2019. Het betreft een origineel Nederlandse auto met NAP certificaat.  De auto is jarenlang van een man op leeftijd geweest die er erg weinig mee heeft gereden. Hierna is de auto op een familielid overgegaan die er een klein jaar mee heeft gereden. Vandaar de erg lage km stand.  De auto staat er super netjes en fris bij. De distributieriem is net vernieuwd! De afleverkosten bedragen €995 euro incl 12mnd BOVAG garantie Om teleurstellingen te voorkomen werkt AMV Wenting uitsluitend op afspraak.  Modeljaar:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxB):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 600 kg) Interieurkleur:  CO₂-uitstoot (NEDC):  Energielabel:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Inbegrepen afleverpakket: ,Benzine,,,Peugeot,29935,2008,,96,13750.0,Autobedrijf,Handgeschakeld,,06/2019
,"Deze Volkswagen Golf komt uit 2017, werd geleverd van 01-10-2012 tot 31-03-2017 en kostte toen € 45.731,-. Deze geïmporteerde personenauto staat sinds 2018 op kenteken, is voorzien van een benzine-motor, heeft een maximum vermogen van 169 kW (230 PK) en een cilinderinhoud van 1984 cc. De personenauto heeft een topsnelheid van 248 km per uur en bereikt vanuit stilstand de 100 km/u in 6,4 seconden. Het verbruik van deze personenauto is gemiddeld 6,4 liter per 100 km en hij weegt 1308 kg. De APK is geldig tot 13-06-2025 en de wegenbelasting bedraagt gemiddeld € 200,83 per kwartaal. Juist bij een A-merk als Volkswagen mag u verwachten dat de veiligheid van zijn auto's op het allerhoogste niveau staat. U wordt in deze Golf dan ook op alle mogelijke manieren beschermd, onder meer door de verschillende rijhulp-systemen die aan boord zijn. Zoals het een echte Volkswagen betaamt, verkeert deze Golf in uitstekende conditie. Een krachtige motor geeft deze auto zijn sportieve prestaties. Het comfort van de stoelverwarming geeft in koude dagen nét dat beetje extra. U wordt in deze auto ook getrakteerd op 18 inch lichtmetalen velgen, sportonderstel, dakspoiler, elektrisch inklapbare buitenspiegels, in delen neerklapbare achterbank en actieve hoofdsteunen.  De achteruitrijcamera vergemakkelijkt achteruit inparkeren. U ziet duidelijk wat er achter de auto gebeurt. Spraaksturing maakt het eenvoudiger en veiliger om deze auto onderweg te bedienen. De snelste of zuinigste weg? Het navigatiesysteem met harde schijf aan boord wijst de juiste weg! Op een drukke weg heeft u soms ogen in uw achterhoofd nodig. De sensoren aan de achterzijde nemen die functie over en geven een achteropkomend verkeer waarschuwing als een achterligger te dicht op u zit. De auto is ook uitgevoerd met automatische airconditioning. Met DAB ontvangst, regensensor, cruise control, automatisch dimmende binnenspiegel, lederen stuur en centrale deurvergrendeling met afstandsbediening is deze Volkswagen helemaal compleet.  Pragmatisch en veilig als deze auto is, beschikt hij over diverse veiligheidssystemen. Om te voorkomen dat u tijdens lange ritten achter het stuur in slaap valt, is deze auto voorzien van vermoeidheidsherkenning. Verder is deze auto uitgerust met hill hold functie en bandenspanningcontrolesysteem.  Als u meer wilt weten over deze auto, dan vertellen we u dat graag. Belt of mailt u ons vandaag nog? Voertuig tenaamstelling is tegenwoordig ook op locatie mogelijk! Daardoor is het ook mogelijk om ook 's weekends een afspraak te maken. Bel voor een afspraak! Let op! bovengenoemde prijs is een scherpe meeneemprijs wij berekenen geen rijklaar-maak kosten!,  Desgewenst kunt u kiezen voor verschillende aflever/onderhoudspakketten. Wij bieden de volgende pakketten aan: Pakket Brons: Olie servicebeurt incl. filter,  Schoonmaken,  Autocheck op 15 punten, Garantie 3 maanden ,Kosteloos tenaamstelling €595,- Pakket Zilver: Grote Beurt, Professionele Poetsbeurt , Nieuwe APK,  Autocheck op 30 punten,  Garantie 6 maanden, Kosteloos tenaamstelling €895,- Pakket Goud: Grote Beurt, Professionele poetsbeurt, Polijst beurt,  interieur reiniging, Ozonbehandeling,  Autocheck 30. punten , Nieuwe APK,  Garantie 12 maanden Kosteloos tenaamstelling. €1195,- Heeft u vragen of interesse bel dan bovenstaand nummer. Wilt u langskomen ? bel dan altijd even van te voren op om verrassingen te voorkomen. Auto's worden enkel gereserveerd op aanbetaling. www.inzoeven.nl info@inzoeven.nl Tel:06-34789380 Tel:06-46913500 Hoewel aan de informatie van deze website de grootst mogelijke zorg wordt besteed, kunnen wij niet aansprakelijk worden gesteld voor eventuele onjuiste informatie van welke aard dan ook. Acceleratie (0-100):  Topsnelheid:  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 700 kg) Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Optioneel afleverpakket (zonder meerprijs):   Minimaal 3 maanden APK  Kosteloos tenaamstelling Schoonmaken",Benzine,,Ja,Volkswagen,32942,Golf GTI,,169,23995.0,Autobedrijf,Automatisch,,06/2017
,"door inruil verkregen , nog zeer goed rijdende hyundai Tucson 2.0 i style . Voorzien van clima control , trekhaak , el pakket . APK 4-5-2025. Voor meer info gelieve even te bellen . Tel 0653951037. U kunt  telefonisch een afspraak maken om een auto van ons te komen bekijken , en mee proef te rijden. tel Mob 0653951037. Disclaimer. Hoewel aan de informatie van deze website en andere aanbieders  de grootst mogelijke zorg wordt besteed, kunnen wij niet aansprakelijk worden gesteld voor eventuele onjuiste informatie van welke aard dan ook. Acceleratie (0-100):  Topsnelheid:  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 500 kg) Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,Ja,Hyundai,263665,TUCSON,,104,2750.0,Autobedrijf,Handgeschakeld,,10/2005
,"Hij staat klaar voor een nieuw avontuur, stapt u in? Graag nodig ik u uit voor een overtuigende proefrit. De koffie staat voor u klaar! Heeft u vragen? Aarzel niet, u kunt mij te allen tijde telefonisch bereiken.  Niels Krabman Tel: +316 5114 3915 Al onze auto's zijn ook leverbaar met aantrekkelijke financiering zowel privé als zakelijk. De getoonde prijs waarmee de auto geadverteerd is, is de meeneemprijs. Tenzij anders vermeld, zie onze website voor meer informatie. Wilt u een auto komen bezichtigen graag van tevoren contact opnemen om een afspraak te maken, wij zijn enkel geopend op afspraak, tevens voorkomt dit teleurstellingen. Met de grootste zorg stellen wij de advertenties samen, u kunt echter geen rechten ontlenen aan de inhoud. Optie Type ,druk-, prijs- en uitvoeringsfouten voorbehouden. Koppel:  Wielbasis:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Energielabel:  BTW/marge:  Motorrijtuigenbelasting:  Beschikbare afleverpakketten:    Dit afleverpakket bevat: BOVAG garantie (6 maanden)",Benzine,,,Audi,166709,A3,,118,8999.0,Autobedrijf,Handgeschakeld,,10/2008
,"U kijkt hier naar een van Herick Occasion die standaard door onze werkplaats technisch is gecontroleerd! De verschillende afleverpakketten en de zekerheden die wij u bij het leveren van de auto geven kunt u zien op de foto van de afleverpakketten welke is toegevoegd aan de fotoreportage. Uiteraard is inruil, garantie en/of financiering mogelijk bij ons. U kunt u ons bereiken op: 0342-470025 of via Whatsapp op 06-13769191. Het is ook mogelijk deze auto aan te schaffen i.c.m. Private Lease, indien u hierin interesse heeft horen wij dit graag zodat wij u hiervoor een passende offerte kunnen aanbieden.  Wilt u meer weten over de auto, of over de mogelijkheden m.b.t de verschillende afleverpakketten, of wilt u een inruilvoorstel ontvangen? Dat is geen enkel probleem.  Wij staan voor u klaar en helpen u graag. Alle moeite is genomen om de informatie op deze internetsite zo accuraat en actueel mogelijk weer te geven. Fouten zijn echter nooit uit te sluiten. Vertrouw daarom niet alleen op deze informatie, maar controleer bij aankoop de zaken die uw beslissing zouden kunnen beïnvloeden! Acceleratie (0-100):  Topsnelheid:  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 520 kg) Energielabel:  Schade:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,Ja,Peugeot,101634,208,,60,6445.0,Autobedrijf,Handgeschakeld,,03/2014
,"Bij Van der Kolk Auto's staan we garant voor kwaliteit en betrouwbaarheid. Elke auto die ons terrein verlaat, wordt grondig gecontroleerd en voorzien van 3 maanden garantie. Zo kun je met een gerust hart de weg op, wetende dat je een auto van hoge kwaliteit hebt gekocht. Ontdek ons ruime assortiment en vind de perfecte auto voor jouw behoeften bij Van der Kolk Auto's. Uiteraard doen wij ons best deze advertentie zo goed mogelijk te plaatsen, echter is fouten maken menselijk, aan deze advertentie kunnen dus geen rechten worden ontleend. En controleer bij twijfel de opties in de auto. De Grift 4 7711 EPNieuwleusen +31615218890 info@vanderkolkautos.nl   vanderkolkautos.nl",Benzine,,,Audi,190895,A3,,103,9885.0,Autobedrijf,Handgeschakeld,,07/2013
,"!!!Controle lampen van de rem, ABS en ESP branden!!! Geavanceerde techniek, waarbij een verbrandingsmotor samenwerkt met een elektromotor, zorgt dat deze auto geweldige prestaties neerzet en toch zuinig is met brandstof. De sportstoelen zorgen ervoor dat u goed en comfortabel zit, ook als het gas erop gaat. Ook is de auto voorzien van: 15 inch lichtmetalen velgen, warmtewerend glas, LED-dagrijverlichting, in delen neerklapbare achterbank, LED-achterlichten en elektrisch bedienbare en verwarmde buitenspiegels. Het audio-installatiesysteem is te bedienen vanaf het stuurwiel, zodat u uw ogen altijd op de weg gericht kunt houden. Electronic climate control verwarmt of koelt het interieur met een druk op de knop. Inparkeren en uitparkeren kost geen enkele moeite dankzij de parkeersensoren. Om de veiligheid onderweg te verhogen, heeft deze Lexus zowel een automatisch inschakelbare verlichting als een regensensor aan boord, zodat hij zelf de verlichting en de ruitenwissers kan inschakelen. Cruise control houdt automatisch de ingestelde snelheid vast. Zo kunt u zich volledig op het verkeer concentreren. Met lederen stuur, isofix-aansluiting, centrale portiervergrendeling, bagage afdekhoes en boordcomputer is deze Lexus helemaal compleet. Zoals u mag verwachten van deze Lexus CT is hij uitgerust met een reeks aan actieve veiligheidssystemen. Wegrijden op een helling is kinderspel met hill hold control. Deze functie houdt de handrem automatisch vast op een steile ondergrond. Brake assist verhoogt de remdruk in een noodsituatie zodat u sneller stil staat. Als u al weet dat dit de auto is die u wilt hebben, dan hoeft u niet langer te wachten. U kunt nu al besluiten om deze Lexus te kopen. Wij reserveren de auto dan voor u en nemen zo snel mogelijk contact met u op. Tulp Autobedrijf in Dongen is een universeel autobedrijf. Wij hebben ruim 130 occasions op voorraad. Wij zijn RDW-erkend en kunnen de auto’s ook ter plaatse tenaamstellen op uw naam. Tevens hebben wij de mogelijkheid om u een autoverzekering aan te bieden met een lage premie. Ook het regelen van een Autofinanciering kunnen wij u aanbieden, vraag naar de mogelijkheden. Wij zijn doordeweeks geopend van maandag t/m vrijdag tussen 9:00 en 18.00 uur, op zaterdag tussen 10:00 tot 17:00 uur. Buiten openingstijdenen en op zondag zijn wij enkel geopend op afspraak. De Slof 54 5107RJ Dongen 0619681441 verkoop@tulpautobedrijf.nl www.vakgaragestoomberg-tulp.nl Hoewel de informatie op deze website continue zo accuraat en actueel mogelijk wordt gehouden, zijn vergissingen in modellen, uitvoeringen, prijzen, technische specificaties, afbeeldingen, of andere informatie op deze website ten aller tijden onder voorbehoud. Het is onmogelijk om vergissingen en dergelijke volledig uit te sluiten. Aan de inhoud van deze website kunnen derhalve op geen enkele wijze rechten worden ontleend. Wij adviseren de opties en specificaties zelf te controleren. Bij twijfels kunt u ons altijd vrijblijvend contacteren. Voor meer informatie, vragen of het maken van een afspraak kunt u ons gerust bellen of mailen. Bel 06-19681441 voor een proefrit of mail ons naar verkoop@tulpautobedrijf.nl",Elektro/Benzine,,Ja,Lexus,58553,CT 200h,2,73,12740.0,Autobedrijf,Automatisch,,10/2015
,"Een sportievere hatchback als deze is er niet! De aandrijving van deze Ford Focus 2.0 wordt verzorgd door een viercilinder benzinemotor en een handgeschakelde vijfversnellingsbak. De auto wordt gecompleteerd door onder meer een 2.0L motor met maar liefst 146PK, stoelverwarming, elektrisch bedienbare ramen voor en een multifunctioneel stuurwiel. De Ford Focus 2.0 is standaard voorzien van: elektrische bedienbare ramen en spiegels, airco, centrale deurvergrendeling met afstandsbediening en boordcomputer. Pragmatisch en veilig als deze auto is, beschikt hij over diverse veiligheidssystemen. Het bandenspanningscontrolesysteem waarschuwt als de druk in een of meer banden te laag wordt. Een noodstop maken doet u liever niet. Maar áls het nodig is, geeft de Brake Assist maximale ondersteuning.  Dit is echt een hatchback die u van dichtbij wilt zien! Bel even voor een afspraak en we zorgen dat-ie voor u klaarstaat! Al onze auto's vanaf €3000,- worden standaard met nieuwe APK afgeleverd. 3,6 of 12 maanden garantie behoort ook tot de mogelijkheden u kunt ons altijd vragen naar de voorwaarde! Ook is het bij ons mogelijk in te ruilen zowel Auto, Boot, Camper, Caravan en motor. Ook is er de mogelijkheid voor een bovag apk keuring. Wij zijn 6 dagen per week geopend van maandag tot en met zaterdag van 09:30 tot 17:00. 's Avonds op telefonische afspraak na sluitingstijd is bespreekbaar. We hebben altijd tussen de 30/75 occasions op voorraad dus kom gerust langs in onze verwarmde showroom voor een bezichtiging onder genot van een heerlijke kop koffie. www.autohuismiddennederland.nl +31617780078 Info@autohuismiddennederland.nl Modelreeks:  Koppel:  Wielbasis:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,,Ford,99720,Focus,,107,6950.0,Autobedrijf,Handgeschakeld,,03/2008
,"Opel zet zichzelf neer als het vooruitstrevende merk voor een brede groep liefhebbers. 'De toekomst is voor iedereen' zeggen ze, en dat is precies waar het om gaat. Met deze auto is een pittige rijstijl mogelijk, terwijl de motor toch spaarzaam met brandstof omgaat. Tot de uitrusting van deze Opel behoren ook 16 inch lichtmetalen velgen, LED koplampen, in delen neerklapbare achterbank, elektrisch bedienbare en verwarmde buitenspiegels, elektrisch bedienbare ramen achter en snelheidsafhankelijke stuurbekrachtiging.  Locatie, motorconditie, storingen... via Connected Services krijgt u alle vitale info over de auto door. Ook handig bij pech! Audiosysteem en navigatiesysteem zijn gecombineerd. Zo wordt zelfs gesproken route-informatie een luisterervaring! En dankzij bluetooth klinkt uw favoriete playlist geweldig. De automatische airconditioning zorgt onder alle omstandigheden voor een prettige temperatuur. De auto neemt u werk uit handen doordat hij zelf veel in de gaten houdt. Een regensensor en een automatisch inschakelbare verlichting nemen waar wanneer de ruitenwissers en het licht aan moeten. Er is cruise control aan boord, voor veilige en zuinige kilometers. De uitrusting van deze auto is met DAB ontvangst, automatisch dimmende binnenspiegel, lederen stuur, isofix-aansluiting, centrale deurvergrendeling met afstandsbediening en boordcomputer behoorlijk compleet.  De geavanceerde technologie in deze Opel is in staat om onderweg het verkeer om u heen te monitoren en er op te reageren. Zo hebt u als het ware een automatische co-piloot aan boord. Een belangrijke bijdrage aan de veiligheid onderweg levert de verkeersbord-detectie. Een camera houdt de juiste koers binnen de rijstrook in de gaten en het Lane-keeping systeem corrigeert bij afwijkingen. Botsingen met een voorligger gebeuren relatief vaak. De forward collision warning slaat tijdig alarm als dat risico ontstaat, zodat u kunt ingrijpen. Ook helpen het hill hold functie, vermoeidheidsherkenning, autonoom remsysteem en bandenspanningcontrolesysteem, uw rit tot een veilige rit te maken.  Hebben we u nieuwsgierig gemaakt? Bel of mail ons nu voor een proefrit. Wij van Jawie Auto's- james autoservice te wijchen streven naar uniforme kwaliteit en uitstraling en versterken de markt aanbod van kwalitatief goede auto's tegen betaalbare prijzen! Onze Occasions worden vooraf zo goed mogelijk gecontroleerd en geconditioneerd. Wij verkopen uitsluitend auto’s met garantie die aan onze strenge voorwaarden voldoen. Bij ons kunt u op een snelle en eenvoudige wijze een aantrekkelijke financiering afsluiten. U kunt de auto in zijn geheel of een deel van de aankoop financieren. De uitslag daarvan is vaak op de dag van aanvraag bekend. Onze auto's worden aangeboden zonder garantie pakket, deze kunt u eventueel naar keuzen er bij kopen. Wij (Jawie Auto's- james autoservice proberen onze advertenties met de groots mogelijke zorg samenstellen, kan het toch gebeuren dat er een fout in voorkomt, Er kunnen dus geen rechten worden ontleend aan onze advertenties. Wilt u meer infomatie over ons bedrijf ? of heeft u vragen over een auto twijfel dan niet en neem contact met ons op via bellen/whatsapp/mail. Jawie autos, - james autoservice Tel : 024-6412318 Mob : 0612288464 Email : info@jawieautos.nl Modelreeks:  Koppel:  Wielbasis:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting: ",Benzine,,Ja,Opel,40769,Corsa,,75,12499.0,Autobedrijf,Handgeschakeld,,02/2021
